6.05	0.0074731099340799995	6.05	0.0075209123430399994	6.05	0.00694728343552	6.05	0.005481342894079999	6.05	0.00452529471488	6.05	0.0026928690380799997	6.05	0.00121099436032	6.05	0.0006692337254399999	6.05	0.00033461686271999997
6.15	0.007728056115199999	6.15	0.00826981675008	6.15	0.0075368464793599994	6.15	0.00624618143744	6.15	0.00444562403328	6.15	0.00315495899136	6.15	0.00176868913152	6.15	0.00100385058816	6.15	0.00023901204479999998
6.25	0.00795113402368	6.25	0.00854069706752	6.25	0.00893905047552	6.25	0.0073934392524799995	6.25	0.0050192529408	6.25	0.00333023449088	6.25	0.00157747949568	6.25	0.00084450922496	6.25	0.00033461686271999997
6.3500004	0.00842915811328	6.3500004	0.00938520629248	6.3500004	0.00952861351936	6.3500004	0.007743990251519999	6.3500004	0.0054176063487999995	6.3500004	0.0032664979456	6.3500004	0.00157747949568	6.3500004	0.00081264095232	6.3500004	0.00041428754432
6.4500003	0.007983002296320001	6.4500003	0.00890718220288	6.4500003	0.00999070347264	6.4500003	0.0098791645184	6.4500003	0.00634178625536	6.4500003	0.003585180672	6.4500003	0.00160934776832	6.4500003	0.00081264095232	6.4500003	0.0003186827264
6.55	0.0075368464793599994	6.55	0.00903465529344	6.55	0.01030938619904	6.55	0.0097198231552	6.55	0.0074093733887999995	6.55	0.0036489172172799998	6.55	0.0013384674508799999	6.55	0.0009082457702399999	6.55	0.00023901204479999998
6.65	0.00689948102656	6.65	0.0081264095232	6.65	0.00949674524672	6.65	0.0100385058816	6.65	0.00809454125056	6.65	0.00431815094272	6.65	0.00172088672256	6.65	0.0006373654528	6.65	0.0001593413632
6.75	0.0065329958912	6.75	0.00785552920576	6.75	0.00930553561088	6.75	0.01030938619904	6.75	0.00831761915904	6.75	0.0045412288512	6.75	0.0020714377216	6.75	0.0009560481791999999	6.75	0.00022307790848
6.8500004	0.00650112761856	6.8500004	0.007696187842559999	6.8500004	0.00877970911232	6.8500004	0.01026158379008	6.8500004	0.00897091874816	6.8500004	0.0053857380761599995	6.8500004	0.00229451563008	6.8500004	0.00078077267968	6.8500004	0.00028681445376
6.9500003	0.0054335404851199995	6.9500003	0.00664453484544	6.9500003	0.0081264095232	6.9500003	0.00838135570432	6.9500003	0.00782366093312	6.9500003	0.0054016722124799995	6.9500003	0.00232638390272	6.9500003	0.00086044336128	6.9500003	0.00025494618112
7.05	0.005529145303039999	7.05	0.00658079830016	7.05	0.0074093733887999995	7.05	0.0082857508864	7.05	0.0072500320255999996	7.05	0.00479617503232	7.05	0.00250165940224	7.05	0.0013065991782399999	7.05	0.0003186827264
